ID,Organisation,Sector,Subsector,Services Provided,Province,Municipality,Barangay,Status,Beneficiaries,Beneficiary Type,,,,,,,,,
19,Philippine Red Cross,Health,Health,BP Taking,1043,104321,Igpit,Finished,16,individuals,,,,,,,,,
20,Philippine Red Cross,Health,Health,BP Taking,1043,104321,Igpit,Finished,12,individuals,,,,,,,,,
35,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1043,104321,Igpit,Finished,13,individuals,,,,,,,,,
36,Philippine Red Cross,Health,Health,BP Taking,1043,104321,Igpit,Finished,8,individuals,,,,,,,,,
62,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1043,104321,Luyung Bonbon,Finished,1,individual,,,,,,,,,
75,Philippine Red Cross,Health,Health,BP Taking,1043,104321,Luyung Bonbon,Finished,6,individuals,,,,,,,,,
95,Philippine Red Cross,Health,Health,BP Taking,1043,104321,Luyung Bonbon,Finished,5,individuals,,,,,,,,,
255,ICRC,WASH,Sanitation,Bathing Facility ,1035,103523,Campong,On Hold,,cubicles,,,,,,,,,
259,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103523,Poblacion,Finished,52,individuals,,,,,,,,,
268,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,47,individuals,,,,,,,,,
286,Philippine Red Cross,Welfare,RFL,Tracing,1035,103523,Poblacion,Finished,1,individual,,,,,,,,,
287,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Campong,Finished,17,individuals,,,,,,,,,
288,Philippine Red Cross,WASH,Sanitation,Portalets,1035,103523,Campong,Finished,,units,,,,,,,,,
289,Philippine Red Cross,Welfare,Referral,Welfare Referral,1035,103523,Poblacion,Finished,2,individuals,,,,,,,,,
353,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,4,individuals,,,,,,,,,
1263,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,60,individuals,,,,,,,,,
1268,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Poblacion,Finished,60,individuals,,,,,,,,,
1292,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,59,individuals,,,,,,,,,
1298,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Poblacion,Finished,46,individuals,,,,,,,,,
1312,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,34,individuals,,,,,,,,,
1320,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Poblacion,Finished,34,individuals,,,,,,,,,
1338,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,26,individuals,,,,,,,,,
1348,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Poblacion,Finished,26,individuals,,,,,,,,,
1399,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Poblacion,Finished,39,individuals,,,,,,,,,
1414,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,48,individuals,,,,,,,,,
1415,Philippine Red Cross,Welfare,Welfare,Welfare Desk,1035,103523,Poblacion,Finished,,station,,,,,,,,,
1445,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,75,individuals,,,,,,,,,
1530,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,33,individuals,,,,,,,,,
1579,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,23,individuals,,,,,,,,,
1626,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,22,individuals,,,,,,,,,
1689,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,50,individuals,,,,,,,,,
1717,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103523,Poblacion,Finished,109,packs,,,,,,,,,
1734,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,5,individuals,,,,,,,,,
1743,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,29,individuals,,,,,,,,,
1755,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103523,Poblacion,Finished,103,individuals,,,,,,,,,
1766,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,42,individuals,,,,,,,,,
1789,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,63,individuals,,,,,,,,,
1799,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103523,Poblacion,Finished,134,individuals,,,,,,,,,
1803,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,52,individuals,,,,,,,,,
1807,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
1822,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,18,individuals,,,,,,,,,
1835,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,20,individuals,,,,,,,,,
1836,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
1848,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,20,individuals,,,,,,,,,
1864,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,19,individuals,,,,,,,,,
1879,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,23,individuals,,,,,,,,,
1884,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
1886,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
1894,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
1906,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,20,individuals,,,,,,,,,
1946,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
1960,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
1982,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2018,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2061,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2088,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2101,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2165,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2199,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2219,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2252,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,64,individuals,,,,,,,,,
2267,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,44,individuals,,,,,,,,,
2275,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2281,Philippine Red Cross,Relief,Food Items,Food Items (Assorted),1035,103523,Poblacion,Finished,110,packs,,,,,,,,,
2284,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,175,individuals,,,,,,,,,
2293,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2299,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,43,individuals,,,,,,,,,
2309,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2322,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2339,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,23,individuals,,,,,,,,,
2344,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2354,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,62,individuals,,,,,,,,,
2374,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,94,individuals,,,,,,,,,
2383,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2389,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,63,individuals,,,,,,,,,
2394,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Poblacion,Finished,75,individuals,,,,,,,,,
2415,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,67,individuals,,,,,,,,,
2418,Philippine Red Cross,Welfare,RFL,I am Alive Call,1035,103523,Poblacion,Finished,53,individuals,,,,,,,,,
2425,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2451,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,40,individuals,,,,,,,,,
2459,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2481,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2499,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,44,individuals,,,,,,,,,
2518,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2537,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2556,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2564,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,50,individuals,,,,,,,,,
2579,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,29,individuals,,,,,,,,,
2614,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2618,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,55,individuals,,,,,,,,,
2631,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2639,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,91,individuals,,,,,,,,,
2647,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2670,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2705,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,54,individuals,,,,,,,,,
2711,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2725,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,78,individuals,,,,,,,,,
2732,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2737,Philippine Red Cross,Relief,Hot Meals,Hot Meals,1035,103523,Poblacion,For Deletion,53,individuals,,,,,,,,,
2754,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1035,103523,Poblacion,Finished,177,individuals,,,,,,,,,
2767,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2773,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,45,individuals,,,,,,,,,
2791,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2815,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2843,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,6,individuals,,,,,,,,,
2857,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2905,Philippine Red Cross,WASH,Water,water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2959,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,138,individuals,,,,,,,,,
2972,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
2989,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,70,individual,,,,,,,,,
3005,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3012,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,45,individuals,,,,,,,,,
3033,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3055,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3078,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3100,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,43,individuals,,,,,,,,,
3114,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3123,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,134,individuals,,,,,,,,,
3136,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3168,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,47,individuals,,,,,,,,,
3187,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3196,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,25,individuals,,,,,,,,,
3225,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3248,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3272,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,39,individuals,,,,,,,,,
3291,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3303,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,7,individuals,,,,,,,,,
3319,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3341,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3355,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3368,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,38,individuals,,,,,,,,,
3392,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,72,individuals,,,,,,,,,
3414,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3417,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,53,individuals,,,,,,,,,
3419,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3436,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3465,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,30,individuals,,,,,,,,,
3471,Philippine Red Cross,welfare,referral,welfare Referral,1035,103523,Poblacion,Finished,1,individuals,,,,,,,,,
3473,Philippine Red Cross,waSH,water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3493,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,8,individuals,,,,,,,,,
3497,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3512,Philippine Red Cross,WASH,Water,Water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3540,Philippine Red Cross,welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,56,individuals,,,,,,,,,
3546,Philippine Red Cross,WASH,Water,water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3560,Philippine Red Cross,waSH,Hygiene Promotion,Hygiene Promotion,1035,103523,Poblacion,Finished,52,individuals,,,,,,,,,
3566,Philippine Red Cross,welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,6,individuals,,,,,,,,,
3585,Philippine Red Cross,welfare,PSS,Psychosocial Support,1035,103523,Poblacion,Finished,46,individuals,,,,,,,,,
3588,Philippine Red Cross,waSH,water,water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3609,Philippine Red Cross,waSH,water,water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3628,Philippine Red Cross,welfare,PSS,psychosocial support,1035,103523,Poblacion,Finished,15,individuals,,,,,,,,,
3631,Philippine Red Cross,waSH,water,water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3647,Philippine Red Cross,waSH,water,water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
3673,Philippine Red Cross,welfare,PSS,psychosocial support,1035,103523,Poblacion,Finished,33,individuals,,,,,,,,,
3679,Philippine Red Cross,waSH,water,water,1035,103523,Poblacion,Finished,,liters,,,,,,,,,
139,ICRC,Relief,Food Items,Food Items (15-days Ration),1536,153621,Bobo (Poblacion),Finished,1146,packs,,,,,,,,,
140,ICRC,Relief,Non-Food Items,Kitchen Set,1536,153621,Bobo (Poblacion),Finished,1146,set,,,,,,,,,
141,ICRC,WASH,Non-Food Items,Hygiene Kit,1536,153621,Bobo (Poblacion),Finished,1146,pcs,,,,,,,,,
142,ICRC,Relief,Non-Food Items,Sleeping Kit (Mat),1536,153621,Bobo (Poblacion),Finished,1146,pcs,,,,,,,,,
143,ICRC,Relief,Non-Food Items,Sleeping Kit (Blanket),1536,153621,Bobo (Poblacion),Finished,1146,pcs,,,,,,,,,
144,ICRC,Relief,Non-Food Items,Sleeping Kit (Mosquito Net),1536,153621,Bobo (Poblacion),Finished,1146,pcs,,,,,,,,,
145,ICRC,WASH,Non-Food Items,Jerry Can (20L),1536,153621,Bobo (Poblacion),Finished,1146,pcs,,,,,,,,,
2092,Philippine Red Cross,Relief,Food Items,Food Items (3 days Ration),1536,153623,Poblacion,Finished,420,Packs,,,,,,,,,
7,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1536,153625,Poblacion,Finished,258,individuals,,,,,,,,,
21,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
30,Philippine Red Cross,Health,Health,First Aid,1536,153625,Poblacion,Finished,5,individuals,,,,,,,,,
39,Philippine Red Cross,Health,Health,First Aid Station,1536,153625,Poblacion,Finished,1,station,,,,,,,,,
46,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
76,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
83,Philippine Red Cross,Health,Health,BP Taking,1536,153625,Poblacion,Finished,18,individuals,,,,,,,,,
87,Philippine Red Cross,Health,Health,First Aid,1536,153625,Poblacion,Finished,1,individual,,,,,,,,,
102,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1536,153625,Poblacion,Finished,196,individuals,,,,,,,,,
103,Philippine Red Cross,Welfare,RFL,Tracing,1536,153625,Poblacion,Finished,1,individual,,,,,,,,,
106,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
115,Philippine Red Cross,Health,Health,First Aid Station,1536,153625,Poblacion,Finished,1,station,,,,,,,,,
121,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
131,Philippine Red Cross,Health,Health,First Aid Station,1536,153625,Poblacion,Finished,1,station,,,,,,,,,
132,ICRC,WASH,Non-Food Items,Hygiene Kit,1536,153625,Poblacion,Finished,2548,pcs,,,,,,,,,
133,ICRC,Relief,Non-Food Items,Kitchen Set,1536,153625,Poblacion,Finished,2548,set,,,,,,,,,
134,ICRC,WASH,Non-Food Items,Jerry Can (20L),1536,153625,Poblacion,Finished,2548,pcs,,,,,,,,,
135,ICRC,Relief,Non-Food Items,Sleeping Kit (Mat),1536,153625,Poblacion,Finished,2548,pcs,,,,,,,,,
136,ICRC,Relief,Non-Food Items,Sleeping Kit (Blanket),1536,153625,Poblacion,Finished,2548,pcs,,,,,,,,,
137,ICRC,Relief,Non-Food Items,Sleeping Kit (Mosquito Net),1536,153625,Poblacion,Finished,2548,pcs,,,,,,,,,
138,ICRC,Relief,Food Items,Food Items (15-days Ration),1536,153625,Poblacion,Finished,2548,households,,,,,,,,,
146,Philippine Red Cross,Health,Health,BP Taking,1536,153625,Poblacion,Finished,12,individuals,,,,,,,,,
157,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
164,Philippine Red Cross,Health,Health,First Aid Station,1536,153625,Poblacion,Finished,1,station,,,,,,,,,
173,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
192,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
202,Philippine Red Cross,WASH,Sanitation,Portalets,1536,153625,Poblacion,Finished,,units,,,,,,,,,
205,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
236,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1536,153625,Poblacion,Finished,92,individuals,,,,,,,,,
244,Philippine Red Cross,Welfare,RFL,I am Alive Call,1536,153625,Poblacion,Finished,9,individuals,,,,,,,,,
250,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
262,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,56,individuals,,,,,,,,,
266,Philippine Red Cross,Welfare,RFL,Tracing,1536,153625,Poblacion,Finished,14,individuals,,,,,,,,,
270,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
291,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
294,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1536,153625,Poblacion,Finished,12,individuals,,,,,,,,,
322,Philippine Red Cross,WASH,Sanitation,Bathing Facility,1536,153625,Poblacion,Finished,,cubicles,,,,,,,,,
324,Philippine Red Cross,Welfare,Referral,Welfare Referral,1536,153625,Poblacion,Finished,6,individual,,,,,,,,,
332,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
356,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
374,Philippine Red Cross,Welfare,RFL,Tracing,1536,153625,Poblacion,Finished,10,individuals,,,,,,,,,
383,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
407,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
418,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
446,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,56,individuals,,,,,,,,,
468,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
479,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
493,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
531,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
561,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
588,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,349,individuals,,,,,,,,,
596,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
604,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,150,individuals,,,,,,,,,
608,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
665,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
678,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
715,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
732,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,33,Individuals,,,,,,,,,
743,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
744,Philippine Red Cross,Health,Transport,Ambulance Transport,1536,153625,Poblacion,Finished,1,individual,,,,,,,,,
800,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
801,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,90,individuals,,,,,,,,,
802,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,47,individuals,,,,,,,,,
827,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
828,Philippine Red Cross,Health,Transport,Ambulance Transport,1536,153625,Poblacion,Finished,1,individual,,,,,,,,,
860,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
867,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,49,individuals,,,,,,,,,
890,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,For Deletion,,liters,,,,,,,,,
894,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,56,individuals,,,,,,,,,
903,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
916,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1536,153625,Poblacion,Finished,168,individuals,,,,,,,,,
926,Philippine Red Cross,Welfare,RFL,I am Alive Call,1536,153625,Poblacion,Finished,33,individuals,,,,,,,,,
935,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
945,Philippine Red Cross,WASH,Hygiene Promotion,Hygiene Promotion,1536,153625,Poblacion,Finished,56,individuals,,,,,,,,,
946,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1536,153625,Poblacion,Finished,125,individuals,,,,,,,,,
947,Philippine Red Cross,Welfare,PSS,Psychosocial Support,1536,153625,Poblacion,Finished,97,individuals,,,,,,,,,
955,Philippine Red Cross,Welfare,RFL,I am Alive Call,1536,153625,Poblacion,Finished,37,individuals,,,,,,,,,
956,Philippine Red Cross,Welfare,RFL,I am Alive Call,1536,153625,Poblacion,Finished,53,individuals,,,,,,,,,
960,Philippine Red Cross,Welfare,RFL,Tracing,1536,153625,Poblacion,Finished,1,individual,,,,,,,,,
963,Philippine Red Cross,WASH,Water,Water,1536,153625,Poblacion,Finished,,liters,,,,,,,,,
